itemName,priceSale,priceDiscounted,priceOrigin,foodExplain,weight,kcal
[그릭데이] 라이트 그릭요거트(450g),0%,"12,500",0,"부드럽고 담백한 그릭데이의 라이트 그릭요거트를 소개해요.그릭데이 시그니처 대비 유청 제거율을 낮춰서 보다 부드럽고 깔끔해요. 그리고 크리미한 질감도 느낄 수 있답니다.오랜 연구 개발 끝에 최적의 배합 비율로 만들어진 그릭데이의 유산균 콤플렉스로 요거트 특유의 산미는 줄이고, 우유의 고소한 풍미를 극대화 했어요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",450g,0kcal
[그릭데이] 시그니처 그릭요거트(450g),0%,"13,500",0,"꾸덕꾸덕하고 고소한 그릭데이의 그릭 요거트를 소개해요.단백질과 유익한 유산균은 남기고 오랜 시간 유청을 제거한 그릭 요거트에요.우유 향이 농축되어 더 단단해진 질감에, 크림치즈처럼 꾸덕꾸덕한 식감을 느낄 수 있답니다.오랜 연구 개발 끝에 최적의 배합 비율로 만들어진 그릭데이의 유산균 콤플렉스로 요거트 특유의 산미는 줄이고 우유의 고소한 풍미를 극대화했어요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",450g,0kcal
[슈가로로]무설탕 비타민 구미 포도맛,0%,"2,000",0,"무설탕 저칼로리 디저트 브랜드 슈가로로의 슈가로로 무설탕 비타민 구미 복숭아는 비타민C와 식이섬유가 함유되어 새콤달콤하게 비타민을 섭취할 수 있는 구미 젤리에요.설탕 대신 대체 감미료를 사용하여 당 섭취와 칼로리가 걱정되시는 분들도 걱정 없이 즐길 수 있답니다.과일 농축액을 함유하고 있어 과일 맛을 진하게 즐길 수 있으며 성인 기준 비타민C 하루 권장량의 5배인 500mg와 식이섬유 1.5g을 함유하고 있어 맛과 건강을 채울 수 있어요.지퍼백 포장으로 한 번에 다 먹지 않아도 편리하게 보관 가능하여 언제 어디서든 휴대하며 편리하게 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",45g,88kcal
[슈가로로]무설탕 비타민 구미 복숭아맛,0%,"2,000",0,"무설탕 저칼로리 디저트 브랜드 슈가로로의 슈가로로 무설탕 비타민 구미 복숭아는 비타민C와 식이섬유가 함유되어 새콤달콤하게 비타민을 섭취할 수 있는 구미 젤리에요.설탕 대신 대체 감미료를 사용하여 당 섭취와 칼로리가 걱정되시는 분들도 걱정 없이 즐길 수 있답니다.과일 농축액을 함유하고 있어 과일 맛을 진하게 즐길 수 있으며 성인 기준 비타민C 하루 권장량의 5배인 500mg와 식이섬유 1.5g을 함유하고 있어 맛과 건강을 채울 수 있어요.지퍼백 포장으로 한 번에 다 먹지 않아도 편리하게 보관 가능하여 언제 어디서든 휴대하며 편리하게 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",45g,88kcal
[Fuel 10K]그래놀라 박스 3종,0%,"12,900",0,"영국 Amazon 베스트셀러 1위 비건 그래놀라 브랜드 Fuel 10K를 소개해요.Fuel 10K는 당신의 성공을 위한 절대시간인 1만시간(10K) 달성을 돕기 위해 탄생한 영국 프리미엄 간편식 브랜드에요. 높은 단백질 함량과 더불어 Fuel 10K만의 레시피로 오븐에 구운 그래놀라는 담백하고 고소함 그 자체입니다. 누구도 바쁜 당신에게 이만큼 간편하고, 맛있고, 영양가있는 식사를 제공하기 어렵죠. 청키초콜릿(초콜릿, 호박씨), 피넛 크런치(점보 귀리, 볶은 땅콩), 베리(사과, 크랜베리, 딸기)등 취향에 맞춰 다양한 맛을 즐겨보세요. 1분도 소중한 당신의 하루를 위해 Fuel 10K로 간편하게 단백질 충전을 해보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",400g,0kcal
[Fuel 10K]그래놀라 컵 2종,0%,"3,700",0,"영국 Amazon 베스트셀러 1위 비건 그래놀라 브랜드 Fuel 10K를 소개해요.Fuel 10K는 당신의 성공을 위한 절대시간인 1만시간(10K) 달성을 돕기 위해 탄생한 영국 프리미엄 간편식 브랜드에요. Fuel 10K만의 레시피로 오븐에 구운 그래놀라는 담백하고 고소함 그 자체입니다. 누구도 바쁜 당신에게 이만큼 간편하고, 맛있고, 영양가있는 식사를 제공하기 어렵죠. 청키초콜릿(초콜릿, 호박씨), 피넛 크런치(점보 귀리, 볶은 땅콩)등 취향에 맞는 다양한 맛을 즐겨보세요. 1분도 소중한 당신의 하루를 위해 Fuel 10K로 간편하게 단백질 충전을 해보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",70g,285kcal
블랙페퍼 육포,0%,"18,000",0,"흑후추의 풍미와 육포의 맛이 조화로운 블랙페퍼 육포를 소개해요. 씹을수록 고소한 맛이 나는 담백한 육포에 흑후추의 매콤한 맛을 입혔어요. 입이 심심할 때 간식으로 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",180g,0kcal
[궁] 우육포 2종,0%,"24,000",0,"고기의 비린맛도 없고, 손에 묻어나는 과한 기름도 없는 [궁] 우육포를 소개해요. 순한맛, 매운맛 2종으로 준비했어요. 넓적하게 저민 홍두깨살을 손으로 걸어 말려 저온숙성 한 육포예요. 씹을수록 고소한 맛이 매력적이랍니다. 에어프라이어에 넣고 살짝 구우면 더 부드럽게 즐길 수 있어요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",240g,0kcal
[너의요구] 유기농 무가당 그릭요거트(300g),0%,"9,500",0,"그릭요거트가 퍽퍽해서 먹기 부담스러우셨다면, 발효시간과 유청 농도를 조절하여 목메이지 않는 부드러운 식감이 매력적인 [너의요구] 유기농 그릭요거트를 드셔보세요. 국내 친환경 목장에서 생산된 유기농 우유로 만들어 맛, 식감은 물론 신선하고 건강함까지 선물해 줄 거예요. HACCP인증 시설에서 개별 포장을 하기 때문에 믿고 드셔도 좋습니다. 그릭요거트 자체로 드셔도 좋고, 견과류, 잼 등을 곁들여 드셔도 좋아요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",300g,315kcal
구운 아몬드 1kg,0%,"25,000",0,"오독오독 씹는 맛이 일품인 구운 아몬드를 소개해요. 아몬드 원물 그대로를 270℃에서 구워 진한 향과 고소한 맛이 매력적이에요. 지퍼백으로 되어있어 먹고 난 후 관리도 용이하답니다. 입이 심심할 때, 한줌 영양간식으로도 좋아요 
                            	
                                
                                    From. 밥상주치의 그리팅


",1000g,0kcal
[원더풀] 피스타치오1+1(무염),0%,"28,000",0,"옅은 갈색의 껍질을 갈라 먹는 재미가 있는 담백하고 고소한 피스타치오를 소개해요. 짙은 초록빛의 알맹이는 고소하면서도 은은한 달큼함과 풋풋한 향을 지니고 있어요. 단단하면서 쫀득한 식감도 빼놓을 수 없답니다. 무염으로 매일 간식으로 즐겨도 부담이 없으실 거예요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",600g,1910kcal
[허벌랜드] 키즈 구미 3종,0%,"25,900",0,"[허벌랜드] 키즈 구미 3종을 소개해요. 캐나다 브리티시 콜롬비아주에 소재한 허벌랜드는 프리미엄 품질의 구미 건강기능식품 브랜드에요.'키즈 칼슘&비타민 D3 구미'는 성장기 어린이 뼈 건강을 위한 칼슘&비타민 D3가 함유되어 있어요. 귀여운 곰 모양으로 딸기맛과 감귤맛이 들어있답니다. '키즈 멀티비타민&미네랄 구미'는 성장기 어린이에게 필요한 비타민과 미네랄을 섭취할 수 있게 도움을 주고, 귀여운 곰 모양에 딸기맛, 감귤맛으로 구성되어 있어요. '키즈 오메가3 구미'는 귀여운 물고기 모양에 딸기맛과 오렌지맛으로 구성되어 있고, 오메가3가 함유되어 있어도 비리지 않답니다. 귀여운 모양의 구미로 맛있게 간편하게 즐겨보세요!*'키즈 오메가3 구미' 제품은 건강기능식품이 아닌 일반식품입니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",132g,360kcal
오색 매일 채움견과,0%,"20,000",0,"호두, 구운 아몬드 , 구운 캐슈넛, 마카다미아, 건크랜베리 5가지의 견과로만든 오색견과를 소개해요.각기 다른 느낌의 식감과 고소함, 은은한 단맛이 어우러진 영양 간식이랍니다.바쁜 아침이나 운동 후 간편하게 드실 수 있게 준비했어요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",500g,0kcal
[오트리] 고메넛츠 블랙에디션 25g*10봉 ,0%,"26,300",0,"

                                    From. 밥상주치의 그리팅


",25g,170kcal
고구마&흑미찰빙라이스,0%,"3,900",0,"동남아시아를 여행할 때 만나볼 수 있는 망고 스티키 라이스에서 영감을 받아 그리팅에서 시원한 여름용 디저트를 만들었어요.  쌀로 만든 젤라또 식감의 한식 디저트, 찰빙 라이스를 소개해요. 고소한 흑미가루와 알싸한 계피가루의 조화를 느낄 수 있는 찰빙 라이스랍니다. 여기에 쫀득한 식감의 고구마 큐빅 토핑으로 달콤함을 더했어요. 여름 간식으로 온 가족이 함께 즐기기 좋으니, 냉동실에 두었다 하나씩 꺼내 즐겨 보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",150g,240kcal
망고&코코넛찰빙라이스,0%,"3,900",0,"동남아시아를 여행할 때 만나볼 수 있는 망고 스티키 라이스에서 영감을 받아 그리팅에서 시원한 여름용 디저트를 만들었어요.  쌀로 만든 젤라또 식감의 한식 디저트, 찰빙 라이스를 소개해요. 코코넛 밀크를 넣어 부드러운 단맛을 즐길 수 있을 뿐만 아니라 망고 토핑으로 쫀득한 식감과 달콤함을 가미했어요. 마지막 한 숟가락까지 맛있는 찰빙 라이스와 함께 무더위를 날려보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",150g,165kcal
팥&녹차찰빙라이스,0%,"3,900",0,"동남아시아를 여행할 때 만나볼 수 있는 망고 스티키 라이스에서 영감을 받아 그리팅에서 시원한 여름용 디저트를 만들었어요.  쌀로 만든 젤라또 식감의 한식 디저트, 찰빙 라이스를 소개해요. 녹차가루의 쌉싸름한 향과 풍미를 오롯이 담은 찰빙 라이스에요. 여기에 부드러운 팥 토핑을 얹어 달콤함을 한층 살렸답니다. 더워지는 날씨로 입맛 없을 때 시원하게 즐겨 먹기 좋으니 지금 만나 보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",151g,165kcal
[퓨리탄프라이드]비타민D 구미,0%,"38,000",0,"

                                    From. 밥상주치의 그리팅


",129g,0kcal
[퓨리탄프라이드]비타민C 구미,0%,"53,000",0,"

                                    From. 밥상주치의 그리팅


",270g,0kcal
[퓨리탄프라이드]비타민 B-12 구미,0%,"43,000",0,"

                                    From. 밥상주치의 그리팅


",132g,0kcal
[분다버그] 핑크그레이프푸르트(4입),0%,"12,800",0,"분다버그는 호주에서 많이 팔리는 음료 브랜드에요. 자연의 법칙에 따라 발효를 거쳐 탄생되는 '슬로우 드링크' 라는 타이틀을 내세워 호주 전역은 물론 영국을 비롯한 전 세계 30여 개국에서 사랑받는 브루윙 음료랍니다.상큼하고 쌉싸름한 자몽과즙을 담은 '핑크 그레이프 프루트'맛으로 준비했어요. 냉장고에 두었다가 시원하게 드시면 더욱 좋습니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",375ml,0kcal
[분다버그] 트로피칼 망고(4입),0%,"12,800",0,"분다버그는 호주에서 많이 팔리는 음료 브랜드에요. 자연의 법칙에 따라 발효를 거쳐 탄생되는 '슬로우 드링크' 라는 타이틀을 내세워 호주 전역은 물론 영국을 비롯한 전 세계 30여 개국에서 사랑받는 브루윙 음료랍니다.달콤한 망고맛이 매력적인 '트로피칼 망고'맛으로 준비했어요. 냉장고에 두었다가 시원하게 드시면 더욱 좋습니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",375ml,0kcal
[칭따오]논 알콜릭 330ml*6입,0%,"9,000",0,"라거 맥주 본연의 맛을 즐길 수 있는 칭따오 논알콜릭 6입을 소개해요.신선한 몰트를 넣은 후 알코올만을 추출하여 깊은 바디감을 유지하고 깊고 청량한 맛을 강하게 살린 라거 맥주의 한 종류 칭따오 필스너를 베이스로 만들었어요. 진짜 맥주로 만들었기 때문에 라거의 풍부한 맛이 그대로 살아있답니다. 맥주 맛은 그대로 칼로리는 반으로, 0.03% 비알코올 맥주인 칭따오 논알콜릭 6입을 즐겨보세요.※ 해당 제품은 논알콜 맥주로 성인용 음료입니다. 알콜 0.03%미만이 함유되어 있으니, 임산부는 섭취를 주의하시기 바랍니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",330ml*6입,0kcal
[칭따오]논 알콜릭 레몬 330ml*6입,0%,"9,000",0,"기존 칭따오 논알콜릭에 진한 레몬주스를 더한 칭따오 논알콜릭 레몬 6입을 소개해요.신선한 몰트를 넣은 후 알코올만을 추출하여 깊은 바디감을 유지하고 깊고 청량한 맛을 강하게 살린 라거 맥주의 한 종류 칭따오 필스너 베이스에요.여기에 싱싱한 레몬을 갓 짜낸 듯한 상큼함을 구현하기 위해 인위적인 레몬 맛이 아닌 진한 레몬주스를 첨가한 칭따오 논알콜릭 레몬 6입을 만나보세요.※ 해당 제품은 논알콜 맥주로 성인용 음료입니다. 알콜 0.03%미만이 함유되어 있으니, 임산부는 섭취를 주의하시기 바랍니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",330ml*6입,0kcal
[분다버그] 레몬라임(4입),0%,"12,800",0,"분다버그는 호주에서 많이 팔리는 음료 브랜드에요. 자연의 법칙에 따라 발효를 거쳐 탄생되는 '슬로우 드링크' 라는 타이틀을 내세워 호주 전역은 물론 영국을 비롯한 전 세계 30여 개국에서 사랑받는 브루윙 음료랍니다.레몬과 라임, 식물의 뿌리를 각종 향신료와 함께 발효시켜 다양한 허브의 아로마와 독특한 향신료의 풍미를 느낄 수 있는 '레몬라임비터스'맛으로 준비했어요. 냉장고에 두었다가 시원하게 드시면 더욱 좋습니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",375ml,0kcal
[분다버그] 진저비어(4입),0%,"12,800",0,"분다버그는 호주에서 많이 팔리는 음료 브랜드에요. 자연의 법칙에 따라 발효를 거쳐 탄생되는 '슬로우 드링크' 라는 타이틀을 내세워 호주 전역은 물론 영국을 비롯한 전 세계 30여 개국에서 사랑받는 브루윙 음료랍니다.호주에서 재배한 진저로 만든 '진저비어'맛으로 준비했어요. 냉장고에 두었다가 시원하게 드시면 더욱 좋습니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",375ml,0kcal
[하이포크]무항생제 한돈 삼겹살 구이용 300g,10%,"9,810","10,900","무항생제 인증을 받은 하이포크의 국내산 돼지고기를 소개해요.남녀노소 누구나 좋아하는 부위의 삼겹살은 육즙이 풍부하고 식감이 쫀득해서 구이로 즐기기에 제격이에요.하이포크 무항생제 돼지고기를 그리팅에서 만나보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",300g,0kcal
[하이포크]무항생제 한돈 목살 구이용 300g,10%,"9,810","10,900","무항생제 인증을 받은 하이포크의 국내산 돼지고기를 소개해요.목심은 육향이 진하고 육즙이 풍부한 부위로 풍부한 육즙과 쫀득한 식감은 구웠을 때 제대로 만끽할 수 있답니다.하이포크 무항생제 돼지고기를 그리팅에서 만나보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",300g,0kcal
[하이포크]무항생제 한돈 앞다리 찌개용 300g,10%,"5,850","6,500","무항생제 인증을 받은 하이포크의 국내산 돼지고기를 소개해요.앞다리살은 쫄깃한 식감과 육향이 진해서 찌개나 볶음 요리에 적합해요.따로 손질할 필요 없이 바로 찌개에 넣어 끓여 드실 수 있게 손질된 하이포크 무항생제 돼지고기를 그리팅에서 만나보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",300g,0kcal
[하이포크]무항생제 한돈 뒷다리 제육용 300g,10%,"4,590","5,100","무항생제 인증을 받은 하이포크의 국내산 돼지고기를 소개해요.뒷다리살은 쫄깃한 식감과 육향이 진해서 찌개나 볶음 요리에 적합해요.따로 손질할 필요 없이 바로 조리가 가능하도록 손질된 하이포크 무항생제 돼지고기를 그리팅에서 만나보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",300g,0kcal
[수가] 디카페인 콜드브루 커피 베이스 440ml,0%,"10,000",0,"장시간 저온으로 추출한 커피 추출액에 열을 가하지 않고 초고압 처리를 거친 [수가] 디카페인 콜드브루 커피 베이스를 소개해요. 콜롬비아산 원두의 부드럽고 묵직한 바디감을 느낄 수 있는 커피예요. 생두의 선별부터 로스팅, 보틀링까지 HACCP 인증을 받은 원스톱 공정으로 진행되어 믿고 마실 수 있답니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",440ml,57kcal
[서정쿠킹] 전통음료 2종,0%,"4,400",0,"서정옥의 느린부엌은 신선하고 좋은 재료를 엄선하여 음식을 만들고, 여러 차례의 맛 테스트와 영양검사를 거쳐 제품을 만들어요. 느린식혜와 느린수정과는 5시간을 끓여 만든답니다. 단맛이 적당하여 부담없는 식혜, 수정과를 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",1000ml,575kcal
[바바리아] 무알콜 음료 3종,0%,"1,400",0,"밀, 보리 등 맥주의 원료를 그대로 사용하지만 알코올을 생성하는 이스트 세포의 기능을 억제해 0%의 알코올 농도를 자랑하는 '바바리아 무알코올 음료 3종'을 소개해요.은은한 과일향과 곡물향이 매력적인 '바바리아 무알콜 오리지널', 애플의 상큼한 맛이 절묘하게 어우러지는 '바바리아 무알콜 애플', 상큼한 라임과 강렬한 진저가 조화로운 '바바리아 무알콜 진저라임'까지.피크닉 갈 때 간편하게 들고 가셔도 좋고, 냉장고에 넣어놨다가 시원하게 드시면 더욱 좋습니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",330ml,100kcal
[달마이어] 그란베르데 캡슐커피 2종,0%,"6,000",0,"320년 전통을 이어가는 클래식함, 달마이어 캡슐 커피를 소개합니다.황실커피로 유명한 달마이어는 1700년 바이에르 공화국의 수도였던 뮌헨에서 시작하여 바바리아 황실과 독일 황제가 즐겨찾는 커피였습니다. 엄선된 품질의 원두만을 사용하여 유럽내에서 차지한 높은 명성을 바탕으로 현재는 미국, 오스트리아, 일본 등 40여개국의 호텔과 레스토랑에 프리미엄 커피의 상징으로 자리잡았어요.에스프레소, 룽고 클라시코. 취향에 맞게 원두를 선택하여 즐겨보세요.*해당 캡슐은 네스프레소 오리지널 머신과 호환 가능합니다.

                                    From. 밥상주치의 그리팅


",56g,0kcal
[아이엠얼라이브] 유기농 콤부차 4가지 맛 315ml ,20%,"3,040","3,800","

                                    From. 밥상주치의 그리팅


",315ml,69kcal
[비락] 애플사이다비니거(5입),0%,"6,000",0,"자연 발효로 만들어진 애플사이다비니거(5입)를 소개해요. 식초는 산이 강해서 못드시는 분들도 계실거예요. 비락에서 선보이는 애플사이다비니거는 희석없이 바로 먹어도 달콤상콤해 처음 접하시는 분들도 부담없이 드실 수 있답니다. 언제 어디서든 바로 드실 수 있는 파우치 형태로 냉장, 냉동, 상온 보관이 가능하고 들고다니기에도 부담이 없답니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",110ml*5입,0kcal
[코코브루니]파우치 콜드브루 바닐라라떼(5입),0%,"8,000",0,"전문 바리스타 레시피를 담은 프리미엄 커피 코코브루니 콜드브루 바닐라라떼를 소개해요.스웨덴에서 온 친환경 에콜린 패키지는 커피향과 맛을 그대로 구현하면서도 내부의 알루미늄이 없어 전자레인지에도 안전하게 사용이 가능하답니다.코코브루니 콜드브루 바닐라라떼맛으로 준비했어요. 코코브루니 커피로 향기롭고 편안한 휴식을 가져보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",200ml,0kcal
[코코브루니]파우치 콜드브루 라떼(5입),0%,"7,500",0,"전문 바리스타 레시피를 담은 프리미엄 커피 코코브루니 콜드브루 라떼를 소개해요.스웨덴에서 온 친환경 에콜린 패키지는 커피향과 맛을 그대로 구현하면서도 내부의 알루미늄이 없어 전자레인지에도 안전하게 사용이 가능하답니다.코코브루니 콜드브루 라떼맛으로 준비했어요. 코코브루니 커피로 향기롭고 편안한 휴식을 가져보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",200ml,0kcal
[코코브루니]파우치 콜드브루 아메리카노(5입),0%,"7,500",0,"전문 바리스타 레시피를 담은 프리미엄 커피 코코브루니 콜드브루 아메리카노를 소개해요.스웨덴에서 온 친환경 에콜린 패키지는 커피향과 맛을 그대로 구현하면서도 내부의 알루미늄이 없어 전자레인지에도 안전하게 사용이 가능하답니다.코코브루니 콜드브루 아메리카노맛으로 준비했어요. 코코브루니 커피로 향기롭고 편안한 휴식을 가져보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",200ml,0kcal
[널담]제로스파클링 캐모마일피치(6입),15%,"6,370","7,500","직접 우린 티의 풍미가 가득한 제로 칼로리 티 스파클링, 널담의 제로스파클링을 소개해요.기존 탄산음료에 사용되는 당류를 일절 넣지 않고 대체당 알룰로스를 대신 사용했어요.널담만의 대체당 블랜딩 기술로 건강하게 만들어 끝맛이 깔끔하답니다.실제 차를 우리는 방식 그대로 프리미엄 찻잎을 직접 우려내어 깊은 맛과 풍미를 느낄 수 있는 널담 제로스파클링 캐모마일피치를 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",350ml,0kcal
[널담]제로스파클링 블랙티레몬 (6입),15%,"6,370","7,500","직접 우린 티의 풍미가 가득한 제로 칼로리 티 스파클링, 널담의 제로스파클링을 소개해요.기존 탄산음료에 사용되는 당류를 일절 넣지 않고 대체당 알룰로스를 대신 사용했어요.널담만의 대체당 블랜딩 기술로 건강하게 만들어 끝맛이 깔끔하답니다.실제 차를 우리는 방식 그대로 프리미엄 찻잎을 직접 우려내어 깊은 맛과 풍미를 느낄 수 있는 널담 제로스파클링 블랙티레몬을 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",350ml,0kcal
[티에이블]루이보스티 농축액,20%,"12,800","16,000","티에이블의 베스트셀러, TEA 농축액 루이보스티를 소개해요.티에이블은 차의 매력적인 맛과 에너지를 다음 세대에 전하는 젊고 강렬한 TEA 브랜드에요.카페인이 전혀 없는 남아프리카 공화국 최상등급인 클래식 등급의 루이보스티랍니다.차의 깊은 맛에 충실하면서도 새로운 맛을 창조하는 티에이블의 루이보스티를 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",30ml*20입,0kcal
[티에이블]TEA농축액 루이보스앤펌킨,20%,"6,400","8,000","티에이블의 TEA 농축액 루이보스앤펌킨을 소개해요.티에이블은 차의 매력적인 맛과 에너지를 다음 세대에 전하는 젊고 강렬한 TEA 브랜드에요.카페인이 전혀 없는 남아프리카 공화국 최상등급 루이보스티에 국산 늙은 호박을 7대3으로 블랜딩하여 호불호가 없는 구수한 맛을 느낄 수 있답니다.차의 깊은 맛에 충실하면서도 새로운 맛을 창조하는 티에이블의 루이보스앤펌킨을 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",30ml*10개입,0kcal
[티에이블]TEA농축액 루이보스앤푸룬,20%,"6,400","8,000","티에이블의 TEA 농축액 루이보스앤푸룬을 소개해요.티에이블은 차의 매력적인 맛과 에너지를 다음 세대에 전하는 젊고 강렬한 TEA 브랜드에요.카페인이 전혀 없는 남아프리카 공화국 최상등급 루이보스티에 미국산 푸룬을 5대5로 블랜딩하여 달달한 끝맛을 느낄 수 있어요.차의 깊은 맛에 충실하면서도 새로운 맛을 창조하는 티에이블의 루이보스앤푸룬을 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",30ml*10개입,0kcal
[티에이블]TEA농축액 루이보스앤오렌지,20%,"6,400","8,000","티에이블의 TEA 농축액 루이보스앤오렌지를 소개해요.티에이블은 차의 매력적인 맛과 에너지를 다음 세대에 전하는 젊고 강렬한 TEA 브랜드에요.카페인이 전혀 없는 남아프리카 공화국 최상등급 루이보스티에 터키산 오렌지 필과 국산 천연 오렌지향을 가미했어요.차의 깊은 맛에 충실하면서도 새로운 맛을 창조하는 티에이블의 루이보스앤오렌지를 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",30ml*10개입,0kcal
[풀무원]아임리얼 순수착즙 오렌지,15%,"3,140","3,700","물 없이 만든 100% 생착즙 주스 아임리얼 순수착즙 오렌지를 소개해요.설탕과 농축액, 정제수, 합성향료 일체 없이 오직 자연의 단맛으로만 만든 리얼 주스에요. 키위, 케일 등의 과일과 채소를 통으로 갈고 착즙해 과채 100% 주스의 진한 맛을 제대로 즐길 수 있어요.단 1초도 가열하지 않은 비가열주스로 생과일의 영양도 그대로 간직했답니다. 바쁜 하루, 한 잔의 주스로 간편하게 영양을 채워보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",190ml,85kcal
[풀무원]아임리얼 토마토,15%,"3,140","3,700","풀무원이 만든 과채 한 잔 아임리얼 토마토를 소개해요.물 한 방울 넣지 않고 생 토마토를 갈아 만들어 신선한 맛이 살아있어요. 설탕 없이 과채 그대로를 담은 아임리얼 토마토는 단 1초도 가열하지 않아 생과채의 영양 손실을 최소화했답니다.하루 한 잔, 생과채를 담은 상큼한 주스로 활기찬 하루를 만들어보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",190ml,70kcal
[풀무원]아임리얼 수박주스,15%,"3,140","3,700","물 없이 만든 100% 생착즙 주스 아임리얼 수박주스를 소개해요.설탕과 농축액, 정제수, 합성향료 일체 없이 오직 자연의 단맛으로만 만든 리얼 수박 주스랍니다. 수박을 통으로 갈아 과일 100% 주스의 진한 맛을 제대로 즐길 수 있어요.단 1초도 가열하지 않은 비가열주스로 생과일의 영양도 그대로 간직했답니다.시원한 수박 주스 한 잔으로 여름의 맛을 만끽해보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",190ml,80kcal
[풀무원]아임리얼 스트로베리,15%,"3,140","3,700","물 없이 만든 100% 생착즙 주스 아임리얼 스트로베리를 소개해요.설탕과 농축액, 정제수, 합성향료 일체 없이 오직 자연의 단맛으로만 만든 아임리얼 스트로베리랍니다.생 딸기를 통으로 갈아 과일 100% 주스의 진한 맛을 제대로 즐길 수 있어요. 단 1초도 가열하지 않은 비가열주스로 생과일의 영양도 그대로 간직했답니다. 바쁜 하루, 한 잔의 주스로 간편하게 영양을 채워보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",190ml,105kcal
[그리팅] PGA칼슘업 스위트 약콩두유,0%,"18,000",0,"

                                    From. 밥상주치의 그리팅


",190ml*16팩,0kcal
[클룹]스파클링 워터 2종,15%,"1,700","2,000","무한탄산 무한제로 PLAY 클룹의 스파클링 워터 2종을 소개해요.클룹은 음료의 한계에서 벗어나 새로운 음료문화를 제안해요. 재밀봉이 가능한 독자적 기술력 '클룹캡'을 도입하여 6개월 이상 탄산 보존이 가능한 강력한 실링을 장착했답니다.0kcal 스파클링 워터를 샤인머스캣과 레몬 2가지 맛으로 준비했어요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",500ml,0kcal
[클룹] 제로소다 3종,15%,"1,870","2,200","무한탄산 무한제로 PLAY 클룹의 제로소다 3종을 소개해요. 클룹은 음료의 한계에서 벗어나 새로운 음료 문화를 제안해요.재밀봉이 가능한 독자적 기술력 '클룹캡'을 도입하여 6개월 이상 탄산 보존이 가능한 강력한 실링을 장착했답니다.無당류, 無색소 그리고 칼로리가 ZERO인 제로소다로 상큼한 포도, 복숭아, 파인애플 3가지 맛으로 다양하게 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",500ml,0kcal
